2023|1|1|9|51|8|0|0|Michael Hodges|Gotta Find You|The Expanse - The Collector’s Edition|2
2023|1|1|9|53|33|0|0|TLC|Unpretty (Album Version)|Fanmail|2
2023|1|1|9|58|4|2|0|Natasha Bedingfield|These Words|Unwritten|2
2023|1|1|10|1|39|1|0|DNA|Tom's Diner (7" Version)|RetroSpective: The Best Of Suzanne Vega|2
2023|1|1|10|5|17|0|0|Janet Jackson|The Best Things In Life Are Free (From "Mo' Money" Soundtrack)|Mo' Money|3
2023|1|1|10|9|48|0|0||||2
2023|1|1|10|10|1|0|0|Nirvana|Territorial Pissings (Album Version)|Nevermind|2
2023|1|1|10|12|22|0|1|Bush|More Than Machines|Modern Rock Radio September 2022|2
2023|1|1|10|15|39|1|0|Hans Zimmer|Rise|The Dark Knight Rises (Original Motion Picture Soundtrack) |2
2023|1|1|10|22|41|0|0||||3
2023|1|1|10|22|42|0|0|Beach Weather|Sex, Drugs, Etc (Clean Edit)|Mainstream Radio December 2022|3
2023|1|1|10|25|58|1|1|My Chemical Romance|I'm Not Okay (I Promise)|Three Cheers for Sweet Revenge|3
2023|1|1|10|29|3|1|0|Beyoncé|Irreplaceable (Album Version)|B'Day|3
2023|1|1|10|32|46|0|0|AC/DC|Highway to Hell|Highway To Hell|2
2023|1|1|10|36|13|0|1|Norman Greenbaum|Spirit In The Sky|Spirit in the Sky|3
2023|1|1|10|40|6|1|1||||2
2023|1|1|10|40|12|1|1|The Cure|The Lovecats|Greatest Hits|2
2023|1|1|10|43|48|0|1|Imagine Dragons|Bones (PO Intro Edit - Clean)|Rock Top 20|3
2023|1|1|10|46|54|1|0||||4
2023|1|1|10|47|2|1|0|Public Enemy|Welcome To The Terrordome|Fear Of A Black Planet|4
2023|1|1|10|52|28|1|0|Peggy Lee|Fever|Ultimate Peggy Lee|5
2023|1|1|10|55|44|0|1|Roger Daltrey|Don't Let the Sun Go Down on Me|The Lost Boys Original Motion Picture Soundtrack|6
2023|1|1|11|1|45|1|1|Vance Joy|Missing Piece|In Our Own Sweet Time|7
2023|1|1|11|5|13|1|2|Norah Jones|Cold, Cold Heart (Live)|...‘Til We Meet Again|6
2023|1|1|11|10|36|3|1||||5
2023|1|1|11|10|49|3|1|Gerald Toto|Na Ye|Toto Bona Lokua|6
2023|1|1|11|14|13|0|1|Muse|Kill Or Be Killed|Will Of The People|6
2023|1|1|11|19|2|0|0|Robyn|Handle Me|Robyn|6
2023|1|1|11|22|46|0|0|Gurj Sidhu|Nazareh ASG|The Expanse - The Collector’s Edition|6
2023|1|1|11|26|40|0|0|Massive Attack|Teardrop (Remastered 2019)|Mezzanine (20th Anniversary Deluxe Edition)|6
2023|1|1|11|31|57|2|0||||7
2023|1|1|11|31|58|2|0|Tiesto f./Tate McRae|10:35|Mainstream Radio January 2023|7
2023|1|1|11|34|53|0|0||||7
2023|1|1|11|35|9|0|0|The Wiseguys|Ooh La La|The Antidote|7
2023|1|1|11|40|55|1|0||||5
2023|1|1|11|40|56|1|0|Animotion|Obsession|Obsession:  The Best Of Animotion|5
2023|1|1|11|46|23|0|1|The Lemonheads|Mrs. Robinson|The Best Of The Lemonheads|6
2023|1|1|11|49|51|0|0|Lighter Shade Of Brown|Hey D.J. (Radio Remix)|Layin' In The Cut|6
2023|1|1|11|53|24|0|0|Diana Krall|Cry Me A River|The Look Of Love|6
2023|1|1|11|58|21|1|0|Metric|Breathing Underwater|Synthetica|6
2023|1|1|12|2|9|0|0||||6
2023|1|1|12|2|27|0|0|Yeah Yeah Yeahs|Burning|Burning|6
2023|1|1|12|6|19|0|1|Jefferson Airplane|White Rabbit|Surrealistic Pillow|6
2023|1|1|12|8|45|0|1|Papa Roach|Getting Away With Murder|To Be Loved: The Best Of Papa Roach|7
2023|1|1|12|11|55|1|1|U2|Even Better Than The Real Thing (Remastered 2018)|Achtung Baby|7
2023|1|1|12|15|31|2|1|Will Smith|Wild Wild West (Album Version - No Intro)|Greatest Hits|7
2023|1|1|12|19|36|0|1|Daughtry|It's Not Over|Daughtry (Deluxe Edition)|7
2023|1|1|12|23|3|0|1||||6
2023|1|1|12|23|16|0|1|Green Day|Hitchin' a Ride|Greatest Hits: God's Favorite Band|6
2023|1|1|12|25|58|0|1|Arcade Fire|Neighborhood #3 (Power Out)|Funeral|6
2023|1|1|12|31|4|0|1|Queen|Another One Bites The Dust (Remastered 2011)|Greatest Hits|6
2023|1|1|12|34|35|1|1|LL COOL J|The Boomin' System|Mama Said Knock You Out|6
2023|1|1|12|38|7|2|1|Ghost |Call Me Little Sunshine|IMPERA|5
2023|1|1|12|42|46|0|1||||5
2023|1|1|12|42|57|0|1|David Bowie|Cat People (Putting out Fire)  (2018 Remaster)|Let's Dance |5
2023|1|1|12|47|53|0|2|AWOLNATION|Run|Run|5
2023|1|1|12|51|54|0|1|Tom Tom Club|Genius of Love|Tom Tom Club|5
2023|1|1|12|57|29|0|0||||5
2023|1|1|12|57|50|0|0|Echo And The Bunnymen|The Killing Moon|Ocean Rain|7
2023|1|1|13|3|27|0|1|Tony Bennett|(I Left My Heart) In San Francisco (Album Version)|I Left My Heart In San Francisco|6
2023|1|1|13|6|16|0|2|Phoenix f./Ezra Koenig|Tonight|Modern Rock Radio November 2022|6
2023|1|1|13|9|49|0|0|Billie Eilish|bad guy|WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?|6
2023|1|1|13|13|0|0|0|Two Door Cinema Club|Lucky|Modern Rock Radio October 2022|8
2023|1|1|13|16|11|2|0|Blue October|Spinning The Truth Around|Modern Rock Radio October 2022|7
2023|1|1|13|19|40|0|0|SWV|Right Here  (Human Nature Radio Mix)|Right Here|7
2023|1|1|13|23|13|0|0||||6
2023|1|1|13|23|28|0|0|The Clash|London Calling  (Remastered)|London Calling |6
2023|1|1|13|26|44|0|0||||6
2023|1|1|13|26|55|0|0|The 1975|I'm In Love With You|I'm In Love With You|6
2023|1|1|13|30|50|0|0|Johnny Cash|Folsom Prison Blues  (Live at Folsom State Prison, Folsom, CA - January 1968)|At Folsom Prison|6
2023|1|1|13|33|32|1|0|The All-American Rejects|Gives You Hell (Album Version)|When The World Comes Down|5
2023|1|1|13|36|59|2|1|The Cars|Dangerous Type  (2016 Remaster)|The Complete Elektra Albums Box|5
2023|1|1|13|41|19|2|0||||5
2023|1|1|13|41|31|2|0|Simple Minds|Don't You (Forget About Me) (Remastered 2001)|Forty: The Best Of Simple Minds 1979-2019|6
2023|1|1|13|45|45|1|1|Wolfmother|Woman|Wolfmother|5
2023|1|1|13|48|37|1|0|Brian Tyler|Iron Man 3 (From "Iron Man 3"/Score)|Iron Man 3|4
2023|1|1|13|50|51|1|0||||4
2023|1|1|13|51|8|1|0|Bo Diddley|Who Do You Love (Single Version)|His Best|4
2023|1|1|13|53|33|1|0|Soul For Real|Every Little Thing I Do|Candy Rain|4
2023|1|1|13|57|40|0|0|Brandi Carlile|Broken Horses|In These Silent Days|4
2023|1|1|14|2|35|0|0|Lost Kings|Wonderlust|Express Audio DFF December 2022: Week 2|4
2023|1|1|14|5|40|0|0|George Jones|I'm A One Woman Man (Album Version)|The Essential George Jones|4
2023|1|1|14|7|51|0|0|K. Flay|High Enough|Every Where Is Some Where|4
2023|1|1|14|11|40|0|0||||4
2023|1|1|14|12|8|0|0|Third Eye Blind|Semi-Charmed Life|Third Eye Blind|4
2023|1|1|14|16|33|0|0|Vitamin C|Smile (LP Version)|Vitamin C|4
2023|1|1|14|20|29|1|0|Taylor Grey|Idiot|Idiot|4
2023|1|1|14|23|38|1|1|Chubby Checker|The Twist|Dancin' Party: The Chubby Checker Collection (1960-1966)|4
2023|1|1|14|26|11|1|0|Florence + The Machine|Shake It Out|Ceremonials|4
2023|1|1|14|30|34|0|0|Ladytron|Ghosts (Single Edit)|Best of 00-10|4
2023|1|1|14|34|51|0|0|Fousheé|i'm fine|i'm fine|4
2023|1|1|14|36|28|0|0||||4
2023|1|1|14|36|36|0|0|Smash Mouth|Walkin' On The Sun (Album Version)|All Star Smash Hits|4
2023|1|1|14|39|55|1|0|The Temptations|I Wish It Would Rain|The Definitive Collection|4
2023|1|1|14|42|32|0|1||||4
2023|1|1|14|42|43|0|1|Lisa Lisa & Cult Jam|I Wonder If I Take You Home (Album Version)|Playlist: The Very Best Of Lisa Lisa & Cult Jam|4
2023|1|1|14|49|25|2|0|Mary Jane Girls|In My House (12" Version)|Only Four You|4
2023|1|1|14|54|15|1|0|Bachman-Turner Overdrive|You Ain't Seen Nothing Yet|Not Fragile|4
2023|1|1|14|58|1|0|0|Aretha Franklin|(You Make Me Feel Like) A Natural Woman|Soul Queen|4
2023|1|1|15|0|38|0|0||||4
2023|1|1|15|0|53|0|0|Stretch Princess|Freakshow|Fun With Humans|4
2023|1|1|15|4|16|0|0|311|Down|311|5
2023|1|1|15|7|6|1|0|Sugar Ray|Fly (feat. Super Cat)  (Remastered LP Version)|The Best Of Sugar Ray|4
2023|1|1|15|11|51|0|0|Uffie|ADD SUV (feat. Pharrell Williams) (Radio Edit)|ADD SUV|4
2023|1|1|15|14|51|0|0|Redbone|Come and Get Your Love  (Single Version)|Come and Get Your Love |3
2023|1|1|15|18|12|0|0|Duran Duran|Hungry Like the Wolf  (2009 Remaster)|Rio |3
2023|1|1|15|21|45|0|0|Tyler Bates|vs. The Abilisk (From "Guardians of the Galaxy Vol. 2"/Score)|Guardians of the Galaxy Vol. 2|3
2023|1|1|15|24|16|0|0||||3
2023|1|1|15|24|26|0|0|Rancid|Time Bomb|...And Out Come The Wolves|3
2023|1|1|15|26|50|0|0|Gorillaz|Stylo (feat. Mos Def and Bobby Womack)|The Singles Collection 2001-2011|3
2023|1|1|15|30|40|1|0|Peter Gabriel|In Your Eyes  (2012 Remaster)|So |4
2023|1|1|15|35|54|0|0|Avi Kaplan|My Queen|Floating On A Dream|4
2023|1|1|15|40|25|0|0|Re-Flex|The Politics of Dancing (Original Punter Version)|Re-Fuse|4
2023|1|1|15|46|36|1|0||||4
2023|1|1|15|46|47|1|0|Marty Robbins|El Paso (Album Version)|Gunfighter Ballads And Trail Songs|4
2023|1|1|15|51|4|0|0||||4
2023|1|1|15|51|27|0|0|The Time|The Bird (Album Version)|Ice Cream Castle|4
2023|1|1|15|59|3|0|0|Miles Davis|So What|Kind Of Blue|4
2023|1|1|16|7|58|1|1||||4
2023|1|1|16|8|10|1|1|lovelytheband|Sail Away (PO Intro Edit)|Rock Top 20|4
2023|1|1|16|11|24|0|0||||4
2023|1|1|16|11|36|1|0|Manowar|Black Wind, Fire and Steel (LP Version)|Fighting the World|4
2023|1|1|16|16|41|0|0|Stone Temple Pilots|Plush  (2017 Remaster)|Core |4
2023|1|1|16|21|50|1|0|Mötley Crüe|Dr. Feelgood|Dr. Feelgood |5
2023|1|1|16|26|32|1|0|Toby Romeo, Keanu Silva, IZKO f./ASDIS|WOW (Original Mix)|WOW|4
2023|1|1|16|28|51|2|0|Nirvana|Lithium (Album Version)|Nevermind|5
2023|1|1|16|33|3|0|0|AJR|Bang!|OK ORCHESTRA|4
2023|1|1|16|35|52|1|0|Nine Inch Nails|Only|With Teeth|4
2023|1|1|16|40|13|1|0|Hans Zimmer|Discombobulate|Sherlock Holmes (Original Motion Picture Soundtrack)|4
2023|1|1|16|42|34|1|0||||4
2023|1|1|16|42|45|1|0|Zedd|Spectrum (Radio Mix)|Clarity|4
2023|1|1|16|46|45|1|0||||4
